video_id,query,title,comment_id,comment_text,published_at
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwcRCt3EbBb5kEadc14AaABAg,"We think of our crossed over ones as far away. Nope. I've got a few of these small tap lamps around my living room. Normally I  tap them on the yellow warm light. When I last saw my mom in June last year (she lived at the coast I live inland), it was such an emotionally bonding time between me and my mom. On one occasion I told my mom you know how when a baby is born doctor has to snip the umbilical cord, it would be a bit awkward otherwise. I said well there's another cord, one you can't see, but God created it and runs straight from my soul to yours and nothing can break it. When I got home I hung up a painting from my grandfather's home I've always loved. I remembered I had one of my dad's favourite jerseys (he crossed over when I was 6. He crossed over on Father's Day which to me is a sign he was ready to leave this world). I washed that jersey, bought a great big teddy bear, who now wears my dad's jersey and is sat in a comfy chair looking at that painting that was part of his childhood too. I had two of these touch lamps on a shelf behind him, they're a sort of mushroom shape. Ever since they I put the teddy with his jersey on, these touch lamps would turn on randomly at about 2am. One morning just as I was about to leave for work, I tapped them off and asked out loud dad is it you playing with these lamps at 2am!? Ping the one on the right turned on. I moved them. One is in the kitchen unplugged, the other on a small round table. It randomly changes from the yellow light to the white light setting. The other evening it went off so I said out aloud OK, you turned it off, can you turn it back on. Ping it turned on. I've another two in the corner next to my small sofa. I woke up around midnight as if I'd had a solid 8 hours sleep, one of the ones in the corner turned to the white light setting from the yellow. Just now the one mushroom one went off, I said out loud, OK can you turn it back on please. I carried on watching your video and randomly turned, it was on again. The two in the corner, the one randomly went to white light. After the mushroom shape one turned back on I asked aloud, OK, now I asked aloud OK, now I don't know if it's you Poppy (her nickname and she crossed over on 2 January this year) or dad or both of you. Ping it turned immediately to the white light... A few nights after my mom crossed over, I turned my dvd off. I know it was off cause one of my doggies chewed the remote up so you physically have to  push a button to turn it off. I turned the TV off and as I turned to switch off another ordinary lamp the dvd player turned itself back on...",2026-03-05T23:42:48Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugyuy-plDscFop3b7d94AaABAg,"Hi Nicky... I just discovered you and love you! I became an immediate subscriber!❤
     I'm curious if you've  been asked yet to help in the 84 year old NANCY GUTHRIE kidnapping case? It's been headline news In the USA.  She was taken from her home in the middle of the night a month ago.  Her daughter is a very influential person. It is such a mystery.",2026-03-05T23:26:10Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwIt5OvJWC458DGxwR4AaABAg,I've been so anxious and worried about my new job its horrible I feel completely out of sorts stomach is in knots,2026-03-05T23:05:16Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzsbiO8mxQrOeXyR3l4AaABAg,"Bless you Nicky I needed to hear this, thank you so very much for your time & energy. I pick number 3 with your reading. Love & Light 🙏🏽",2026-03-05T22:30:25Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugx7S6I852jGbUKsQnd4AaABAg,"I was meant to see this today , only last night i dreamt of a black dog it kept trying to  cover my mouth every-time i pushed it away it would try and get near my mouth ? Ive had a horrible feeling all day even thought the dog wasn’t vicious  more playful,  i was a bit afraid to google it i just did it made so much sense with what I’m going through!  I don’t normally remember my dreams but this one has stuck with me today, all the best with your move Nicky  may it bring you happiness and peace ❤️",2026-03-05T22:30:17Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgxpATEBU1Cpy0iyk-l4AaABAg,Im homless. Truckless.and living in a tent ... wat the heck universe😂❤,2026-03-05T22:25:08Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgyMCt8Lm6AkA2t3xiZ4AaABAg,Thanks Nicky for all your advice. I have been feeling quite down for the last couple of days which isn't normal for me but your words have cheered me up and I am now feeling a lot better. Sending you lots of love ❤xx,2026-03-05T22:24:36Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugy6phDC_Gb1-GVp7TR4AaABAg,"I am sure I seen  the shadow Nicky and  was  he moved too was very distinct  I also hear the noises , love to you and Thank you so much for being real and sharing with us , prayers for the move  I am excited for you  dear in your new  chapter .💖💖💖💖 I belive in Sadi Arabia there was a bombing ,A friend  asked me to say prayers for her friend who lives there she is worried  because she has not heard from her she usually  gets back in 24 hrs and there has been no communication for days . oh yes and happy Birthday Darren in Heaven much loved.",2026-03-05T22:15:42Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugw-8CdKMIE1uudplfJ4AaABAg,"This is sooo well timed! I'm an Aquarius, loved the video and #3 was right on! About a week ago, I took an emotional turn for the worse, crying everyday, just feeling like the weakest link. I was having terrible left lower back, hip and leg pain. I was irritated and annoyed, having bursts of anger. Today is the first day I've been able to get back on the horse... The birds are singing I just noticed:)",2026-03-05T22:13:29Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzrU2H6pGB4poErPWB4AaABAg,"Nicky did you have a lamp on that was changing colour during  this video ? 
All I could see flashing around you was the most beautiful green and purple !!! 💜💚",2026-03-05T22:11:00Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwddNXXhf6d889-pyF4AaABAg,"I loved this video!
It spoke to me and was a confirmation to what I have been doing. 
The magical is my jam. It’s such a beautiful place to be in. 
I live and move and have my being in the Infinite creator.
Nicky you are such a gift to us all.",2026-03-05T22:08:38Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugw7wM3xSmVFHkQefRR4AaABAg,"Dearest Nicky,

You always pop up when it is crucial even though you are going through hard times. 
You really are one of the few real persons out there. 

As many of us, had to close a chapter: my store, tied to my abusive ex-partner and more… the packing was horrendous and with chronic tension headaches that came back. And now, obviously pulling the world card all the time. A cycle ended.
Crying my heart out with crystals near me and massaging myself. 
Listening to your podcast the dark night of the soul for the 100000000th time.

All that to say: thank you. What you say is real. Even in the depths - especially in the depth, we gotta keep reaching within, at-one-ment… atonement.

Thank you for taking the time - it was right on time and you were part of my gratitude list tonight. As many.

Sending you all the love in the world. Angels are damn real. Just gotta open up.

🥺🫂💗 p.s. I see so many 0808 88 and always now thinking of Darren. 💙🪽",2026-03-05T22:08:07Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwYSEslIoV9QpTWW-54AaABAg,💜,2026-03-05T22:04:14Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwlxQ-lWpazwigeMLB4AaABAg,Thank you so much for coming on to tonight! I needed this. ❤❤❤❤🎉🎉🎉🎉,2026-03-05T22:03:07Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzP7QvNWuj_g7VALHp4AaABAg,Thank you 😊 ❤xxx,2026-03-05T21:58:38Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwoB71MquRYPAVWvr94AaABAg,"Thank you so much Nicky for sharing so much with us - so much love to you ♥️🦋♥️🦋This really helps in so many ways - strength, love, compassion, guidance, laughter, and just keeping it real. Many blessings to you love Lesley",2026-03-05T21:52:57Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzDIZ6iY5mRU5l-qMt4AaABAg,When my 2nd brother passed 6 months after I found my oldest brother. Mom and I were on a call with my cousins and got invited immediately to sell everything and relocate with them. My cousins came and helped take care of everything. We left 2 months later. 2 weeks after that there was a huge fire surrounding the area  that shut everything down. It was divine intervention for sure. I have an aqua Lava lamp minus the lava and has sequins instead.  In the dark it looks like being underwater in the pool so surreal.,2026-03-05T21:49:10Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzaytIZuh_Z8X5g1mV4AaABAg,God bless you my dear  beautiful soul... Nicky ⚘️💕,2026-03-05T21:45:16Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgyFWIEbfCYb3njwZ9R4AaABAg,"Thankyou nicky diffently needed to hear this right now. Stay strong nicky we are all sending you strength, healing prayers and love and light ❤🙏🙌✨️🪽😘",2026-03-05T21:42:00Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgyyYJ4PpeJfk_HI73h4AaABAg,Thank you Nicky xx,2026-03-05T21:37:46Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzhsM8AV15USmPxAPx4AaABAg,"Love your general chat videos Nicky.  I even sit there replying like we're having a chinwag over a coffee and biscuits. 😅😂😂 
You do look drained from it all, and i get that, bloody paperwork does my nut too. And what's worse is they want to talk to you direct so nobody can do it for uou either. 🤔😤 if you write a letter they stick it on a pile and no bugger deals with it until you phone up and complain.  
Anyway ranting over 😂😂😂 
Honestly if you need any help give me a shout I'm great with a paint brush and a drill. So any last minute repair jobs I'm you gal. Happy to travel for a mate. 
You take care beautiful,  and see you soon.  🦋💙🗡💝💖💗🩷",2026-03-05T21:37:15Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwT9c0CqC9J4LEco254AaABAg,Thank you so much for sharing 🌸🦋,2026-03-05T21:28:17Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzD602qPEzdkkB3Vap4AaABAg,❤❤❤❤❤❤,2026-03-05T21:25:49Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugy83ZL0Mt4oEml4Kwp4AaABAg,"Thank you for this video. I thought your bee cushion was the fish Nemo from Finding Nemo. Like, literally...it was Nemo with you xxxx.",2026-03-05T21:24:53Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgylZSq-LJpAMJzoylx4AaABAg,"I could listen to you all day, Nicky. I'm just incredibly grateful for you and all that you do for us all. Thank you 😊 🙏🏻✨️🩷",2026-03-05T21:14:56Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugzh8RRjjQDR-iKpvil4AaABAg,"I SAW IT MOVING IN AND OUT , NEAR THE DOOR THEN MOVED BACK",2026-03-05T21:12:53Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwL2uojUHJwOnHWpet4AaABAg,aww bless you nicky that was a lovely good chat and seeing you all chilled and relaxed with your fur baby is so lovely 😊 I will look forward to listening to you next time. Good night and god bless you always ❤❤,2026-03-05T21:08:51Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgynAHOVXjesEyUOiox4AaABAg,Very comforting  now just to put it all into action ❤❤❤❤,2026-03-05T20:59:24Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgyCLxABk3_IgACXg1l4AaABAg,"Hope this young man who came through to you Nicky, gets through to the family he needs to contact. God bless his soul, to take himself over, poor wee pet, I felt that way myself sometimes. I just needed to hear your message, with all that is happening presently in my life. Thank you for taking the time and precious energy to share with us all.!!!!😊",2026-03-05T20:58:32Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugw2O3sXS7yHHbe-0lF4AaABAg,"Hi nicky thank you sweetheart, I've tried 4 times to go home but they are telling me it's not your time yet Mark, so I've decided to stick it out 🤔🙏💜🌹",2026-03-05T20:57:31Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwRWZNTCSKTarXuLkl4AaABAg,The book . How to interpret your dreams by Michael Sheridan is really good ❤,2026-03-05T20:48:19Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgxXYSOzRzREv7kZMtd4AaABAg,Definitely saw white towards the right of the door going in and out sort of pulsating ❤,2026-03-05T20:42:31Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwCT9a6rHvXTrUVtSp4AaABAg,"Thanks for a wonderful video. One question: HOW DO YOU SURRENDER?
I have been in a situation for the last 20-25 years that I have almost no control over, I feel I surrender every day, but there is no soulution, it just keep on hitting me harder and harder!
So, how do I surrender?",2026-03-05T20:39:08Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugy3GnaJgD2Mz3Zl_At4AaABAg,"Hi sweetheart, when you turned the camera, I could see a little tiny light near the floor and another one flickering in and out. Please have a look and see if you can see it or not, or I could be nuts 😂😂😂.
Look after yourself and take it easy till the big move sending you love ❤️",2026-03-05T20:38:55Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgzXSkNNA9FfWvcGU4B4AaABAg,👍🤗🐕xx,2026-03-05T20:29:19Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugz-ek9N-gbGUtGN96Z4AaABAg,I saw a white shadow in doorway and a green orb by the fireplace ❤,2026-03-05T20:19:46Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwqxJr6NgW1HkXj_l94AaABAg,"Hi, I dont know if its me or, have any one else noticed that. the lights on Nicky and the walls are changing very pale colours. very faint  shades of purples, blues, jade green and very pale orange? Please confirm friends",2026-03-05T19:56:58Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugx-VTQ1E_AuV6weUuB4AaABAg,"Whole nut peanuts in the back ground"" ha ha ha ha ha.. keep it real Nikki. Walking in the light the dark try and attack as you know Nikki. ARC ANGEL MICHEAL protects us. Happy Birthday Darren dancing with the Ancestors and Angels.",2026-03-05T19:54:35Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgxPYJqPizGtzyksMEN4AaABAg,"I've can't visualize, I don't remember the name for that, and I almost never remember my dreams. I've done breathwork, meditation, crystals, walking meditations, affirmations and so much more. I have M.E/Fibromyalgia. My marriage ended last year, my income is so low I can't get housing, even income based housing I wouldn't make enough to eat and have medical care. I've lost every relationship on my healing journey. I've got nothing left, I've even tried Quantum healing. I'm at the end. I'm almost 50 and this is just a repeat and I know those things work but they haven't for me. I've prayed, meditated. I've got nothing left and I'm receiving nothing even though I KNOW they are there😭. I've even tried A.I and I've done Shadow work and all the therapies. I've read your books and parts of our stories are so so similar. I'm thankful you've come out the other side. Sending you lots of love and light from the USA.",2026-03-05T19:53:34Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugwi5N2aHmF82_MkoTd4AaABAg,"In a dream i had the other night, part that i can remember is something or someone i couldnt see was telling me to remember im 12 of 12.
I have no idea what it means and cant remember any other parts of the dream.",2026-03-05T19:44:40Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugy8gRoqtv8Khykr9ad4AaABAg,❤🙏🙌🥰,2026-03-05T19:32:12Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugz92I3MKcmjGeuQsux4AaABAg,"Nicky , thank you.  Now you have confirmed from the photos I sent you, this message has been passed onto his sister and my daughter, who both loved him dearly. Julie is his mum, who has just passed. Mikey is his best friend 🧡.  Waiting on the James confirmation.  We think its his uncle who he is laughing and spending time with , the comfortable belly. This message is so so important,  and for him to know I would be watching you and I could pass it on is amazing. I didn't know him, but I just knew it was him, Greg, when you started talking. Thank you so so much ❤❤❤ this message is so important right now for his sister , and maybe his brother. ❤❤❤",2026-03-05T14:00:03Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugwvmok-I3w-gC6T71Z4AaABAg,"This hit home for me. I've been struggling for a while. Lost my way! 
But your presence, lovelyness,  and inspiration always lifts my spirits
 "" pardon the pun"" 😅
You told me off once at one of the MBS's  😅 and I still haven't followed your advice! 
I get stuck in my own crazy making brain! 
I will try harder from now on. 
I dont help myself, and fall into the rabbit hole time and again. 
The chronic fatigue gets the better of me, because I dont manage that properly either! And so the hamster wheel keeps circling! 
I shut myself away and then drive myself insane for doing so! Its time to get off the wheel! 
Thank you so much for sharing this Nicky ❤ their will be many who resonate with this , and will uplift and inspire them. 
We are all eternally grateful for your presence. 
But we do not expect you to keep going and uploading when you are going through this time of your life. 
Stop worrying about your lack of presence. 
We are here beside you, as you are for us. 
However long that takes ❤ popping in now and again is enough. 
I wonder if the man that passed by suicide wasn't random, due to the nature of this video?? 
Take care my lovely 
❤✨️😘❤",2026-03-05T13:25:10Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgydLIKxMasbn8RwUWB4AaABAg,I wont lie but I have been struggling over the past few years. Thankyou for your advice ❤❤❤❤,2026-03-05T12:44:03Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgwlmxMwAQphL1wCEN14AaABAg,"Thank you!!!  I moved house 2 weeks ago and honestly, it nearly unalived me! It destroyed me, and I am healthy.  I was questioning if my guides even existed - i didn't feel supported at all!! I Did most of it on my own.  Looking back i can see how my vibration affected the result and events of that weekend.  Thank you for your videos of late.  They have really helped me.  I wish you all the best for your move. 🤗",2026-03-05T11:53:00Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,UgxposAUZiZLpVLQp0Z4AaABAg,Sending Love ❤❤❤❤❤❤,2026-03-05T07:36:34Z
uM5I3_zl9bM,depression,Dark Night of the Soul vs Depression ~ Spirit Man Comes in to Chat! Psychic Mediumship Soul Plans✨,Ugy3Y3qIS1e6t99AjXV4AaABAg,"Hi Nicky! Thank you for doing this video; I had this exact question. As far as your visitor, I could see the white shadow but I also saw some sparkles or  tiny flashes of light.  Just a few to the bottom middle of the right in the door and also the middle left of the door.",2026-03-05T02:37:20Z
